gwas_id_1,gwas_id_2,n_snps,rg,pval,se,z,h2_obs_1,h2_obs_se_1,h2_int_1,h2_int_se_1,h2_obs_2,h2_obs_se_2,h2_int_2,h2_int_se_2,gcov_int,gcov_int_se,trait_abbreviation_1,trait_name_1,collection_1,trait_abbreviation_2,trait_name_2,collection_2
4461,4466,1167833,0.6264476074328895,8.075216414255018e-62,0.038,16.591,0.039409857694083845,0.002564086094876279,1.02423378034837,0.007948750922129292,0.039315562948194424,0.0024501216740448243,1.0186721365959142,0.007444684476338704,0.19147009278185118,0.005758485440806343,back_pain,Self reported back pain,PAIN-3,knee_pain,Self reported knee pain,PAIN-3
4462,4466,1167833,0.7037885809263401,2.9040411702889076e-79,0.037,18.851,0.034816090996425963,0.002307404024823141,1.0191626151492874,0.00685153571378985,0.03931556294819441,0.002365984969622992,1.0186721365959153,0.007436695601065027,0.1773869593527481,0.005230899794923792,neck_pain,Self reported neck pain,PAIN-3,knee_pain,Self reported knee pain,PAIN-3
4463,4466,1167833,0.4279167123586468,8.548508747000639e-05,0.109,3.928,0.007203658570631024,0.0019061032689754263,1.0038359056936088,0.006912001122750704,0.03931556294819378,0.002482279086605374,1.018672136595918,0.008136882884148156,0.0415973783236417,0.00514512375305883,facial_pain,Self reported facial pain,PAIN-3,knee_pain,Self reported knee pain,PAIN-3
4464,4466,1167833,0.29123405205550007,7.245166256737497e-15,0.037,7.78,0.0468599598237057,0.0028259833706590336,1.0018294699410764,0.007318929388751375,0.039315562948193904,0.0023669653553753714,1.0186721365959166,0.007463805257056422,0.10545352106823372,0.005074338246663469,head_pain,Self reported head pain,PAIN-3,knee_pain,Self reported knee pain,PAIN-3
4465,4466,1167833,0.7542177037955787,1.3048486404047453e-61,0.046,16.562,0.025127379913227558,0.00231638698342387,1.018980068982496,0.006432603059130679,0.03931556294819361,0.0024222174011258855,1.0186721365959173,0.007890836175072215,0.21810791315367917,0.0053337788854873995,hip_pain,Self reported hip pain,PAIN-3,knee_pain,Self reported knee pain,PAIN-3
4461,4467,1167833,0.653992982571134,4.31038133710431e-30,0.057,11.397,0.039409857694084435,0.0026666682026195024,1.0242337803483683,0.008409023113929801,0.019765492813864062,0.002212992981325997,1.0134074242921973,0.0070113308957419525,0.13151299056043395,0.004966071797079427,back_pain,Self reported back pain,PAIN-3,stomach_pain,Self reported stomach pain,PAIN-3
4462,4467,1167833,0.772304925593925,2.423991522623689e-43,0.056,13.804,0.034816090996425186,0.002389434275652969,1.0191626151492903,0.00741207523979669,0.019765492813863934,0.0022823008959163755,1.0134074242921975,0.007059822811083274,0.13714597879806076,0.005387526467009095,neck_pain,Self reported neck pain,PAIN-3,stomach_pain,Self reported stomach pain,PAIN-3
4463,4467,1167833,0.9216498520828452,1.2120105732345056e-09,0.152,6.079,0.007203658570630875,0.0018845435593641176,1.003835905693609,0.00703216221896984,0.01976549281386403,0.002234368580886951,1.0134074242921975,0.007093278833586812,0.07249966379307397,0.005352880674807729,facial_pain,Self reported facial pain,PAIN-3,stomach_pain,Self reported stomach pain,PAIN-3
4464,4467,1167833,0.5233097711356881,8.571183307975555e-28,0.048,10.927,0.04685995982370627,0.0026985777020773765,1.0018294699410748,0.006555291925982398,0.01976549281386441,0.0022616595809234205,1.0134074242921962,0.00720673378544809,0.19118303086135985,0.005352933529287029,head_pain,Self reported head pain,PAIN-3,stomach_pain,Self reported stomach pain,PAIN-3
4465,4467,1167833,0.7221397239762027,1.9062457871583265e-26,0.068,10.642,0.025127379913228384,0.00204339624853653,1.0189800689824928,0.006640693606119381,0.0197654928138644,0.002151672315129279,1.0134074242921958,0.007281278727669458,0.07814598575693395,0.004752129862671696,hip_pain,Self reported hip pain,PAIN-3,stomach_pain,Self reported stomach pain,PAIN-3
4466,4467,1167833,0.5165587928941838,1.4120558645606838e-20,0.056,9.299,0.03931556294819389,0.0022791160694098814,1.0186721365959166,0.007430459645659632,0.019765492813864544,0.00225873532081543,1.013407424292195,0.0068784459658746775,0.08064616485538487,0.005416717642525511,knee_pain,Self reported knee pain,PAIN-3,stomach_pain,Self reported stomach pain,PAIN-3
