gwas_id_1,gwas_id_2,n_snps,rg,pval,se,z,h2_obs_1,h2_obs_se_1,h2_int_1,h2_int_se_1,h2_obs_2,h2_obs_se_2,h2_int_2,h2_int_se_2,gcov_int,gcov_int_se,trait_abbreviation_1,trait_name_1,collection_1,trait_abbreviation_2,trait_name_2,collection_2
4463,4512,1167788,1.2183648921344687,0.00047765351151518636,0.349,3.493,0.007216179046462826,0.0019792768777233223,1.0037598059869075,0.006884068890911986,0.002381310093952377,0.001589451366116703,1.0052275446465568,0.006085612146577972,0.4017749478971985,0.004959506549215391,facial_pain,Self reported facial pain,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4464,4512,1167788,0.7645866898108719,0.012464296514162233,0.306,2.499,0.04685799848450649,0.0026966468939203137,1.0018298266303254,0.006385565586003352,0.0023813100939527308,0.0017190099786624482,1.0052275446465548,0.00617331895467644,0.06441047023582944,0.00520594273026417,head_pain,Self reported head pain,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4465,4512,1167788,0.7411690868200257,0.010497675741325303,0.29,2.559,0.0251209884861799,0.0022731362426209245,1.0190173637145072,0.006481513791016644,0.0023813100939527347,0.0016900123650589237,1.0052275446465555,0.0061341070179638385,0.03235295664420197,0.004388496901231882,hip_pain,Self reported hip pain,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4466,4512,1167788,0.6420348254748919,0.021040278698991055,0.278,2.307,0.03930486657269819,0.002457338051041799,1.018717761808958,0.007795313770859491,0.0023813100939525473,0.0017217237243015117,1.0052275446465562,0.006218836599933919,0.021932310796706683,0.004651696757275657,knee_pain,Self reported knee pain,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4467,4512,1167788,0.6608957104179246,0.026493103442167706,0.298,2.219,0.01976000365809617,0.0022309919044366695,1.0134105402629763,0.007113760070289612,0.0023813100939528735,0.0017803721633182987,1.0052275446465557,0.006308385493283994,0.04566179778200704,0.005107735503672284,stomach_pain,Self reported stomach pain,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4507,4512,1168023,0.5870800296788488,0.037176608875246604,0.282,2.084,0.02350351020785118,0.002176591790748063,1.020993207026003,0.007069471373618545,0.002372986409907655,0.001657320847770891,1.005298875297388,0.006155473396186087,0.05385403316772319,0.004929016307977404,Chronic_hip_pain_discovery_265K,Self reported chronic hip pain discovery 265K,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4508,4512,1168023,0.7672305287964066,0.013789054297438699,0.312,2.463,0.04216296374363995,0.0028243637796469007,1.0166844252445242,0.007590631057627769,0.0023729864099073816,0.0017341910438096043,1.0052988752973895,0.006345515223860513,0.05632039991109384,0.004957709532478787,Chronic_back_pain_discovery_2650K,Self reported chronic back pain discovery 265K,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4509,4512,1168023,1.033868795741981,0.004206031606787853,0.361,2.862,0.03173045389771857,0.002197073447989598,1.0165006652665654,0.0072077065456651514,0.002372986409908528,0.0016185967764522644,1.0052988752973844,0.006211720175908548,0.09386875758882082,0.004695739454463568,Chronic_neck_pain_discovery_265K,Self reported chronic neck pain discovery 265K,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4510,4512,1168023,0.5654314685425261,0.027153663940980764,0.256,2.209,0.04326298025229207,0.0024826253641622646,1.005925367742378,0.006903818422835694,0.0023729864099076674,0.0016186950692514582,1.0052988752973875,0.005871947742540264,0.04333243326729947,0.004729465521119979,Chronic_knee_pain_discovery_265K,Self reported chronic knee pain discovery 265K,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4511,4512,1168023,0.575179134039004,0.00914411292206232,0.221,2.607,0.03216438803010155,0.0025596835441910794,1.0166165129345797,0.006963298332119003,0.002372986409907518,0.0016200990284539576,1.0052988752973886,0.005950290779324743,0.1440428993876898,0.004706027811946698,Chronic_head_pain_discovery_2650K,Self reported chronic head pain discovery 265K,PAIN-3,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3
4461,4513,1167788,0.7449391875346402,1.8059505346662316e-28,0.067,11.067,0.03941019386302302,0.002511741081712076,1.024222407983308,0.008054049288679106,0.014697652993785705,0.0019001594300075914,1.0218798048337414,0.0067845911065031956,0.07598413289266918,0.004878218015678896,back_pain,Self reported back pain,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4462,4513,1167788,0.7747212542036611,1.1602619032682497e-29,0.068,11.311,0.034815843479841124,0.002221860931014405,1.019164232605736,0.007252329586899731,0.014697652993785358,0.0019402846321096689,1.0218798048337432,0.006981419819890724,0.08419129563493401,0.004480047417125201,neck_pain,Self reported neck pain,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4463,4513,1167788,0.9470314770633441,8.127081392937932e-09,0.164,5.766,0.007216179046462765,0.0018732124719586123,1.0037598059869073,0.006765682504115307,0.014697652993785925,0.0018453470802866005,1.0218798048337399,0.006474528657831878,0.045875282804260675,0.0049576631425289445,facial_pain,Self reported facial pain,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4464,4513,1167788,0.4786673169321848,1.2850842193234425e-15,0.06,7.996,0.04685799848450636,0.00290609731716613,1.0018298266303258,0.007234077488694699,0.014697652993784928,0.0019435154121234639,1.0218798048337436,0.006532000536772664,0.09774846755671113,0.004869927086138422,head_pain,Self reported head pain,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4465,4513,1167788,0.8388652067873917,3.961073973085468e-27,0.078,10.787,0.025120988486180013,0.0022192141612301835,1.0190173637145066,0.006583628376172728,0.014697652993785643,0.0018005051389529544,1.0218798048337419,0.006722514425541144,0.04276630876024367,0.0044321650822122345,hip_pain,Self reported hip pain,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4466,4513,1167788,0.4539165996752776,4.220977064896863e-14,0.06,7.554,0.039304866572698424,0.002413015223090038,1.0187177618089576,0.00795998089623808,0.014697652993785868,0.001884112409845858,1.0218798048337405,0.006469322947881612,0.05793283253194195,0.004848022288168839,knee_pain,Self reported knee pain,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4467,4513,1167788,1.0223783153720547,1.0234401247616506e-79,0.054,18.906,0.01976000365809629,0.00225327198393891,1.0134105402629756,0.0071512536637723095,0.014697652993785084,0.0018918417839613737,1.021879804833744,0.006668762809810919,0.44523691585323044,0.005252505399374065,stomach_pain,Self reported stomach pain,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4507,4513,1168023,0.7090605382478047,1.1375117495250581e-18,0.08,8.821,0.023503510207851137,0.002088824292932773,1.0209932070260033,0.006874343456985775,0.014687596245238839,0.0019625822050181718,1.0219441907569153,0.006593279282320313,0.08784181672704516,0.005131982271781675,Chronic_hip_pain_discovery_265K,Self reported chronic hip pain discovery 265K,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4508,4513,1168023,0.667795138368996,1.5326432865505307e-32,0.056,11.878,0.04216296374364034,0.002724634120094994,1.0166844252445228,0.00709505286352911,0.014687596245240275,0.0020098821321864325,1.0219441907569107,0.006837778905674702,0.1488582893684809,0.0048620779098343244,Chronic_back_pain_discovery_2650K,Self reported chronic back pain discovery 265K,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4509,4513,1168023,0.7348746116841786,8.684860379428765e-30,0.065,11.336,0.03173045389771889,0.0022785628165823075,1.016500665266565,0.006863877155646822,0.014687596245239406,0.0018899946967882036,1.0219441907569133,0.0063991449713394575,0.15170059160148894,0.004916329054143059,Chronic_neck_pain_discovery_265K,Self reported chronic neck pain discovery 265K,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4510,4513,1168023,0.5670699948626363,6.91850505831618e-25,0.055,10.302,0.043262980252291784,0.0026652179087278405,1.0059253677423792,0.006973772974939706,0.014687596245239682,0.0019396071869994403,1.0219441907569127,0.00625852703761425,0.0924862036014195,0.0050232712221706215,Chronic_knee_pain_discovery_265K,Self reported chronic knee pain discovery 265K,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4511,4513,1168023,0.5915319361323105,1.3744181278954768e-21,0.062,9.544,0.03216438803010187,0.0025546917785280697,1.0166165129345783,0.007513648382815656,0.014687596245239918,0.0018364777442698484,1.0219441907569118,0.006047073224433188,0.1475791600331862,0.004556812379123668,Chronic_head_pain_discovery_2650K,Self reported chronic head pain discovery 265K,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
4512,4513,1168023,1.0305059753427854,0.009463654170768825,0.397,2.595,0.002372986409908552,0.0017261617530987638,1.0052988752973848,0.006203777243947833,0.014687596245239689,0.001838816204711167,1.0219441907569125,0.006655837182113447,0.08150567027563184,0.00438564676125895,Chronic_face_pain_discovery_265K,Self reported chronic face pain discovery 265K,PAIN-3,Chronic_stomach_pain_discovery_265K,Self reported chronic stomach pain discovery 265K,PAIN-3
