gwas_id,lambda_gc,intercept,intercept_se,mean_chi2,h2,h2_se,h2_pval,n_snps
4508,1.20025764583494,1.01657441498819,0.00702844914880149,1.23685864279771,0.0421880740340647,0.00273727049525736,1.34972779391216e-53,1168023
4509,1.16029463256729,1.01654863173823,0.00717356048038303,1.1798437206642,0.0317197625627251,0.00228292025250261,6.85137603518445e-44,1168023
4510,1.19980465956644,1.00686945860176,0.00690897696563338,1.22944196280896,0.0430456709451391,0.00246290196938354,2.12162370956548e-68,1168023
4507,1.13272150932318,1.020993207026,0.00747997712879324,1.14346480274526,0.0235035097072218,0.00234971322167471,1.48276369872529e-23,1168023
